,indicators,geocd,values
0,1330,1330,10000
1,1330,0,0
2,1330,0,0
3,1330,13,97
4,1330,9,67
5,1330,9,67
6,1330,11,82
7,1330,10,75
8,1330,9,67
9,1330,7,52
10,1330,8,60
11,1330,8,60
12,1330,9,67
13,1330,8,60
14,1330,13,97
15,1330,9,67
16,1330,9,67
17,1330,16,120
18,1330,16,120
19,1330,16,120
20,1330,13,97
21,1330,11,82
22,1330,10,75
23,1330,5,37
24,1330,7,52
25,1330,13,97
26,1330,10,75
27,1330,8,60
28,1330,8,60
29,1330,6,45
30,1330,13,97
31,1330,12,90
32,1330,9,67
33,1330,8,60
34,1330,9,67
35,1330,5,37
36,1330,7,52
37,1330,4,30
38,1330,7,52
39,1330,18,135
40,1330,6,45
41,1330,11,82
42,1330,9,67
43,1330,12,90
44,1330,13,97
45,1330,16,120
46,1330,15,112
47,1330,18,135
48,1330,13,97
49,1330,19,142
50,1330,19,142
51,1330,17,127
52,1330,12,90
53,1330,14,105
54,1330,22,165
55,1330,24,180
56,1330,22,165
57,1330,19,142
58,1330,26,195
59,1330,28,210
60,1330,22,165
61,1330,22,165
62,1330,30,225
63,1330,23,172
64,1330,23,172
65,1330,26,195
66,1330,31,233
67,1330,26,195
68,1330,37,278
69,1330,26,195
70,1330,29,218
71,1330,26,195
72,1330,19,142
73,1330,17,127
74,1330,25,187
75,1330,22,165
76,1330,20,150
77,1330,13,97
78,1330,25,187
79,1330,13,97
80,1330,19,142
81,1330,19,142
82,1330,14,105
83,1330,16,120
84,1330,9,67
85,1330,9,67
86,1330,10,75
87,1330,11,82
88,1330,7,52
89,1330,6,45
90,1330,8,60
91,1330,5,37
92,1330,10,75
93,1330,5,37
94,1330,3,22
95,1330,0,0
96,1330,0,0
97,1330,1,7
98,1330,2,15
99,1330,2,15
100,1330,0,0
101,1330,0,0
102,1330,1,7
103,1330,0,0
104,1330,655,4924
105,1330,675,5075
106,18,10,5555
107,18,8,4444
108,1330,1238,9308
109,1330,72,541
110,1330,20,150
111,1166,804,6895
112,1166,712,6106
113,1166,78,668
114,1166,14,120
115,1166,362,3104
116,1166,196,1680
117,1166,21,180
118,1166,12,102
119,1166,48,411
120,1166,85,728
121,1166,93,797
122,1166,38,325
123,1166,55,471
124,1166,81,694
125,1166,41,351
126,1166,33,283
127,1166,3,25
128,1166,1,8
129,1166,3,25
130,1166,306,2624
131,1166,163,1397
132,1166,40,343
133,1166,32,274
134,1166,44,377
135,1166,27,231
136,1166,257,2204
137,1166,31,265
138,1166,212,1818
139,1166,14,120
140,1166,234,2006
141,1166,38,325
142,1166,192,1646
143,1166,4,34
144,1166,195,1672
145,1166,61,523
146,1166,134,1149
147,618,37,598
148,618,8,129
149,618,10,161
150,618,19,307
151,618,155,2508
152,618,39,631
153,618,39,631
154,618,77,1245
155,618,150,2427
156,618,31,501
157,618,107,1731
158,618,12,194
159,618,276,4466
160,618,99,1601
161,618,173,2799
162,618,4,64
163,1330,177,1330
164,1330,99,744
165,1330,78,586
166,1330,1090,8195
167,1330,230,1729
168,1330,674,5067
169,1330,244,1834
170,1330,99,744
171,1330,184,1383
172,1330,147,1105
173,1330,2,15
174,1330,2,15
175,1330,0,0
176,1330,0,0
177,1330,0,0
178,1330,101,759
179,1330,42,315
180,1330,18,135
181,1330,32,240
182,1330,9,67
183,1330,83,624
184,1330,24,180
185,1330,36,270
186,1330,23,172
187,1330,63,473
188,1330,28,210
189,1330,3,22
190,1330,0,0
191,1330,6,45
192,1330,26,195
193,618,177,2864
194,618,99,1601
195,618,78,1262
196,618,422,6828
197,618,115,1860
198,618,238,3851
199,618,122,1974
200,618,30,485
201,618,40,647
202,618,46,744
203,618,1,16
204,618,1,16
205,618,0,0
206,618,0,0
207,618,0,0
208,618,37,598
209,618,21,339
210,618,6,97
211,618,7,113
212,618,3,48
213,618,31,501
214,618,10,161
215,618,11,177
216,618,10,161
217,618,19,307
218,618,7,113
219,618,1,16
220,618,0,0
221,618,3,48
222,618,8,129
223,1330,177,1330
224,1330,99,744
225,1330,78,586
226,1330,1153,8669
227,1330,36,270
228,1330,332,2496
229,1330,171,1285
230,1330,214,1609
231,1330,75,563
232,1330,79,593
233,1330,246,1849
234,618,177,2864
235,618,99,1601
236,618,78,1262
237,618,441,7135
238,618,14,226
239,618,166,2686
240,618,49,792
241,618,107,1731
242,618,14,226
243,618,17,275
244,618,74,1197
245,618,177,2864
246,618,73,1181
247,618,282,4563
248,618,0,0
249,618,1,16
250,618,14,226
251,618,29,469
252,618,22,355
253,618,10,161
254,618,0,0
255,618,10,161
256,708,99,1398
257,708,609,8601
258,435,325,7471
259,435,12,275
260,435,7,160
261,435,33,758
262,435,13,298
263,435,14,321
264,435,12,275
265,435,14,321
266,435,4,91
267,435,1,22
268,435,196,4505
269,618,275,4449
270,618,200,3236
271,618,122,1974
272,618,18,291
273,618,3,48
274,1330,1297,9751
275,1330,6,45
276,1330,0,0
277,1330,15,112
278,1330,2,15
279,1330,0,0
280,1330,3,22
281,1330,1,7
282,1330,0,0
283,1330,0,0
284,1330,1,7
285,1330,0,0
286,1330,2,15
287,1330,0,0
288,1330,2,15
289,1330,0,0
290,1330,0,0
291,1330,1,7
292,1330,1318,9909
293,1330,6,45
294,1330,3,22
295,1330,2,15
296,1330,1,7
297,618,177,2864
298,618,421,6812
299,618,1,16
300,618,16,258
301,618,3,48
302,1330,1306,9819
303,1330,1284,9654
304,1330,1258,9458
305,1330,3,22
306,1330,17,127
307,1330,6,45
308,1330,0,0
309,1330,0,0
310,1330,2,15
311,1330,1,7
312,1330,0,0
313,1330,0,0
314,1330,3,22
315,1330,16,120
316,1330,6,45
317,1330,1,7
318,1330,0,0
319,1330,0,0
320,1330,0,0
321,1330,0,0
322,1330,5,37
323,1330,1,7
324,1330,0,0
325,1330,2,15
326,1330,0,0
327,1330,2,15
328,1330,0,0
329,1330,11,82
330,1330,1,7
331,1330,0,0
332,1330,1,7
333,1330,2,15
334,1330,0,0
335,1330,2,15
336,1330,0,0
337,1330,4,30
338,1330,0,0
339,1330,3,22
340,1330,1,7
341,1330,0,0
342,1330,0,0
343,1330,4,30
344,1330,1,7
345,1330,3,22
346,1330,0,0
347,1330,4,30
348,1330,2,15
349,1330,2,15
350,1330,0,0
351,1330,1,7
352,1330,0,0
353,1330,1,7
354,1330,1,7
355,1330,0,0
356,1330,3,22
357,1330,0,0
358,1330,3,22
359,1330,3,22
360,1330,0,0
361,1330,0,0
362,1330,0,0
363,1299,1291,9938
364,1299,0,0
365,1299,0,0
366,1299,0,0
367,1299,0,0
368,1299,0,0
369,1299,0,0
370,1299,0,0
371,1299,0,0
372,1299,0,0
373,1299,1,7
374,1299,0,0
375,1299,0,0
376,1299,6,46
377,1299,0,0
378,1299,2,15
379,1299,2,15
380,1299,1,7
381,1299,0,0
382,1299,0,0
383,1299,0,0
384,1299,0,0
385,1299,0,0
386,1299,0,0
387,1299,0,0
388,1299,1,7
389,1299,0,0
390,1299,0,0
391,1299,0,0
392,1299,0,0
393,1299,0,0
394,1299,0,0
395,1299,0,0
396,1299,0,0
397,1299,0,0
398,1299,0,0
399,1299,0,0
400,1299,0,0
401,1299,0,0
402,1299,0,0
403,1299,0,0
404,1299,0,0
405,1299,0,0
406,1299,0,0
407,1299,0,0
408,1299,0,0
409,1299,0,0
410,1299,0,0
411,1299,0,0
412,1299,0,0
413,1299,0,0
414,1299,0,0
415,1299,0,0
416,1299,0,0
417,1299,0,0
418,1299,0,0
419,1299,0,0
420,1299,0,0
421,1299,0,0
422,1299,0,0
423,1299,0,0
424,1299,0,0
425,1299,0,0
426,1299,0,0
427,1299,0,0
428,1299,1,7
429,1299,0,0
430,1299,0,0
431,1299,0,0
432,1299,0,0
433,1299,0,0
434,1299,0,0
435,1299,1,7
436,1299,0,0
437,1299,0,0
438,1299,0,0
439,1299,0,0
440,1299,0,0
441,1299,0,0
442,1299,0,0
443,1299,0,0
444,1299,0,0
445,1299,0,0
446,1299,0,0
447,1299,0,0
448,1299,0,0
449,1299,0,0
450,1299,0,0
451,1299,0,0
452,1299,0,0
453,1299,0,0
454,1299,0,0
455,1299,0,0
456,1299,0,0
457,1299,0,0
458,1299,0,0
459,1299,0,0
460,1299,0,0
461,1299,0,0
462,1299,0,0
463,1299,0,0
464,1299,0,0
465,1299,1291,9938
466,1299,6,46
467,1299,2,15
468,1299,0,0
469,1299,0,0
470,1330,940,7067
471,1330,4,30
472,1330,0,0
473,1330,3,22
474,1330,1,7
475,1330,0,0
476,1330,6,45
477,1330,290,2180
478,1330,86,646
479,1330,940,7067
480,1330,4,30
481,1330,0,0
482,1330,3,22
483,1330,1,7
484,1330,0,0
485,1330,6,45
486,1330,0,0
487,1330,0,0
488,1330,0,0
489,1330,0,0
490,1330,0,0
491,1330,0,0
492,1330,0,0
493,1330,0,0
494,1330,0,0
495,1330,0,0
496,1330,0,0
497,1330,0,0
498,1330,0,0
499,1330,1,7
500,1330,0,0
501,1330,0,0
502,1330,0,0
503,1330,0,0
504,1330,1,7
505,1330,0,0
506,1330,0,0
507,1330,0,0
508,1330,0,0
509,1330,0,0
510,1330,0,0
511,1330,0,0
512,1330,1,7
513,1330,0,0
514,1330,0,0
515,1330,3,22
516,1330,0,0
517,1330,0,0
518,1330,0,0
519,1330,0,0
520,1330,0,0
521,1330,0,0
522,1330,0,0
523,1330,0,0
524,1330,0,0
525,1330,0,0
526,1330,0,0
527,1330,290,2180
528,1330,288,2165
529,1330,0,0
530,1330,1,7
531,1330,0,0
532,1330,0,0
533,1330,0,0
534,1330,1,7
535,1330,0,0
536,1330,86,646
537,1330,1297,9751
538,1330,6,45
539,1330,0,0
540,1330,0,0
541,1330,0,0
542,1330,0,0
543,1330,0,0
544,1330,0,0
545,1330,0,0
546,1330,0,0
547,1330,0,0
548,1330,0,0
549,1330,0,0
550,1330,0,0
551,1330,0,0
552,1330,0,0
553,1330,0,0
