,indicators,geocd,values
0,1172,1172,10000
1,1172,0,0
2,1172,0,0
3,1172,9,76
4,1172,10,85
5,1172,11,93
6,1172,7,59
7,1172,18,153
8,1172,7,59
9,1172,22,187
10,1172,17,145
11,1172,9,76
12,1172,11,93
13,1172,18,153
14,1172,7,59
15,1172,15,127
16,1172,11,93
17,1172,14,119
18,1172,17,145
19,1172,15,127
20,1172,21,179
21,1172,18,153
22,1172,8,68
23,1172,9,76
24,1172,8,68
25,1172,9,76
26,1172,14,119
27,1172,8,68
28,1172,6,51
29,1172,4,34
30,1172,7,59
31,1172,7,59
32,1172,2,17
33,1172,8,68
34,1172,2,17
35,1172,3,25
36,1172,9,76
37,1172,8,68
38,1172,10,85
39,1172,13,110
40,1172,16,136
41,1172,19,162
42,1172,18,153
43,1172,19,162
44,1172,15,127
45,1172,18,153
46,1172,13,110
47,1172,11,93
48,1172,19,162
49,1172,19,162
50,1172,20,170
51,1172,28,238
52,1172,15,127
53,1172,24,204
54,1172,27,230
55,1172,20,170
56,1172,19,162
57,1172,19,162
58,1172,10,85
59,1172,18,153
60,1172,17,145
61,1172,16,136
62,1172,22,187
63,1172,17,145
64,1172,18,153
65,1172,15,127
66,1172,18,153
67,1172,15,127
68,1172,15,127
69,1172,8,68
70,1172,11,93
71,1172,12,102
72,1172,7,59
73,1172,12,102
74,1172,11,93
75,1172,7,59
76,1172,11,93
77,1172,15,127
78,1172,9,76
79,1172,6,51
80,1172,14,119
81,1172,10,85
82,1172,12,102
83,1172,7,59
84,1172,12,102
85,1172,12,102
86,1172,19,162
87,1172,9,76
88,1172,12,102
89,1172,4,34
90,1172,10,85
91,1172,4,34
92,1172,9,76
93,1172,5,42
94,1172,2,17
95,1172,2,17
96,1172,1,8
97,1172,3,25
98,1172,2,17
99,1172,1,8
100,1172,0,0
101,1172,1,8
102,1172,0,0
103,1172,0,0
104,1172,570,4863
105,1172,602,5136
106,35,19,5428
107,35,16,4571
108,1172,1131,9650
109,1172,23,196
110,1172,18,153
111,969,642,6625
112,969,594,6130
113,969,44,454
114,969,4,41
115,969,327,3374
116,969,165,1702
117,969,15,154
118,969,4,41
119,969,44,454
120,969,99,1021
121,969,110,1135
122,969,44,454
123,969,66,681
124,969,56,577
125,969,32,330
126,969,21,216
127,969,1,10
128,969,0,0
129,969,2,20
130,969,362,3735
131,969,126,1300
132,969,75,773
133,969,72,743
134,969,52,536
135,969,37,381
136,969,166,1713
137,969,23,237
138,969,133,1372
139,969,10,103
140,969,109,1124
141,969,23,237
142,969,84,866
143,969,2,20
144,969,166,1713
145,969,89,918
146,969,77,794
147,506,15,296
148,506,4,79
149,506,6,118
150,506,5,98
151,506,194,3833
152,506,17,335
153,506,50,988
154,506,127,2509
155,506,95,1877
156,506,23,454
157,506,65,1284
158,506,7,138
159,506,202,3992
160,506,112,2213
161,506,88,1739
162,506,2,39
163,1172,156,1331
164,1172,112,955
165,1172,44,375
166,1172,982,8378
167,1172,132,1126
168,1172,744,6348
169,1172,152,1296
170,1172,138,1177
171,1172,330,2815
172,1172,124,1058
173,1172,2,17
174,1172,2,17
175,1172,0,0
176,1172,0,0
177,1172,0,0
178,1172,50,426
179,1172,24,204
180,1172,16,136
181,1172,10,85
182,1172,0,0
183,1172,54,460
184,1172,17,145
185,1172,12,102
186,1172,25,213
187,1172,34,290
188,1172,6,51
189,1172,12,102
190,1172,2,17
191,1172,0,0
192,1172,14,119
193,506,156,3083
194,506,112,2213
195,506,44,869
196,506,340,6719
197,506,66,1304
198,506,232,4584
199,506,76,1501
200,506,43,849
201,506,76,1501
202,506,37,731
203,506,1,19
204,506,1,19
205,506,0,0
206,506,0,0
207,506,0,0
208,506,19,375
209,506,12,237
210,506,5,98
211,506,2,39
212,506,0,0
213,506,22,434
214,506,7,138
215,506,4,79
216,506,11,217
217,506,10,197
218,506,2,39
219,506,2,39
220,506,1,19
221,506,0,0
222,506,5,98
223,1172,156,1331
224,1172,112,955
225,1172,44,375
226,1172,1016,8668
227,1172,9,76
228,1172,164,1399
229,1172,271,2312
230,1172,172,1467
231,1172,82,699
232,1172,93,793
233,1172,225,1919
234,506,156,3083
235,506,112,2213
236,506,44,869
237,506,350,6916
238,506,4,79
239,506,82,1620
240,506,77,1521
241,506,86,1699
242,506,16,316
243,506,20,395
244,506,65,1284
245,506,156,3083
246,506,120,2371
247,506,177,3498
248,506,0,0
249,506,1,19
250,506,7,138
251,506,16,316
252,506,12,237
253,506,13,256
254,506,1,19
255,506,3,59
256,658,54,820
257,658,604,9179
258,349,209,5988
259,349,18,515
260,349,13,372
261,349,25,716
262,349,20,573
263,349,18,515
264,349,23,659
265,349,10,286
266,349,11,315
267,349,2,57
268,349,252,7220
