,indicators,geocd,values
0,1708,1671,9783
1,1708,37,216
2,1708,0,0
3,1708,15,87
4,1708,15,87
5,1708,16,93
6,1708,22,128
7,1708,17,99
8,1708,18,105
9,1708,23,134
10,1708,20,117
11,1708,22,128
12,1708,19,111
13,1708,24,140
14,1708,20,117
15,1708,24,140
16,1708,17,99
17,1708,18,105
18,1708,16,93
19,1708,18,105
20,1708,17,99
21,1708,13,76
22,1708,20,117
23,1708,12,70
24,1708,18,105
25,1708,15,87
26,1708,17,99
27,1708,13,76
28,1708,14,81
29,1708,15,87
30,1708,12,70
31,1708,7,40
32,1708,8,46
33,1708,13,76
34,1708,12,70
35,1708,20,117
36,1708,10,58
37,1708,12,70
38,1708,11,64
39,1708,13,76
40,1708,18,105
41,1708,25,146
42,1708,30,175
43,1708,22,128
44,1708,22,128
45,1708,31,181
46,1708,24,140
47,1708,24,140
48,1708,18,105
49,1708,34,199
50,1708,24,140
51,1708,23,134
52,1708,30,175
53,1708,30,175
54,1708,21,122
55,1708,26,152
56,1708,28,163
57,1708,26,152
58,1708,42,245
59,1708,32,187
60,1708,20,117
61,1708,21,122
62,1708,28,163
63,1708,26,152
64,1708,33,193
65,1708,39,228
66,1708,32,187
67,1708,37,216
68,1708,29,169
69,1708,35,204
70,1708,27,158
71,1708,26,152
72,1708,20,117
73,1708,14,81
74,1708,15,87
75,1708,16,93
76,1708,12,70
77,1708,16,93
78,1708,15,87
79,1708,11,64
80,1708,11,64
81,1708,10,58
82,1708,15,87
83,1708,8,46
84,1708,8,46
85,1708,7,40
86,1708,10,58
87,1708,3,17
88,1708,2,11
89,1708,12,70
90,1708,2,11
91,1708,5,29
92,1708,2,11
93,1708,2,11
94,1708,4,23
95,1708,2,11
96,1708,0,0
97,1708,0,0
98,1708,1,5
99,1708,1,5
100,1708,2,11
101,1708,1,5
102,1708,1,5
103,1708,1,5
104,1708,818,4789
105,1708,890,5210
106,35,16,4571
107,35,19,5428
108,1708,1632,9555
109,1708,52,304
110,1708,24,140
111,1365,972,7120
112,1365,838,6139
113,1365,120,879
114,1365,14,102
115,1365,393,2879
116,1365,225,1648
117,1365,11,80
118,1365,28,205
119,1365,68,498
120,1365,61,446
121,1365,143,1047
122,1365,69,505
123,1365,74,542
124,1365,115,842
125,1365,58,424
126,1365,43,315
127,1365,10,73
128,1365,3,21
129,1365,1,7
130,1365,470,3443
131,1365,216,1582
132,1365,76,556
133,1365,104,761
134,1365,61,446
135,1365,13,95
136,1365,307,2249
137,1365,29,212
138,1365,253,1853
139,1365,25,183
140,1365,209,1531
141,1365,19,139
142,1365,181,1326
143,1365,9,65
144,1365,121,886
145,1365,29,212
146,1365,92,673
147,650,39,600
148,650,2,30
149,650,11,169
150,650,26,400
151,650,232,3569
152,650,26,400
153,650,74,1138
154,650,132,2030
155,650,177,2723
156,650,29,446
157,650,130,2000
158,650,18,276
159,650,202,3107
160,650,48,738
161,650,150,2307
162,650,4,61
163,1671,105,628
164,1671,48,287
165,1671,57,341
166,1671,1371,8204
167,1671,176,1053
168,1671,918,5493
169,1671,270,1615
170,1671,112,670
171,1671,351,2100
172,1671,185,1107
173,1671,2,11
174,1671,2,11
175,1671,0,0
176,1671,0,0
177,1671,0,0
178,1671,132,789
179,1671,66,394
180,1671,21,125
181,1671,45,269
182,1671,0,0
183,1671,143,855
184,1671,27,161
185,1671,57,341
186,1671,59,353
187,1671,195,1166
188,1671,45,269
189,1671,72,430
190,1671,0,0
191,1671,4,23
192,1671,74,442
193,650,105,1615
194,650,48,738
195,650,57,876
196,650,499,7676
197,650,88,1353
198,650,304,4676
199,650,135,2076
200,650,34,523
201,650,78,1200
202,650,57,876
203,650,1,15
204,650,1,15
205,650,0,0
206,650,0,0
207,650,0,0
208,650,50,769
209,650,33,507
210,650,7,107
211,650,10,153
212,650,0,0
213,650,56,861
214,650,12,184
215,650,17,261
216,650,27,415
217,650,46,707
218,650,10,153
219,650,12,184
220,650,0,0
221,650,2,30
222,650,22,338
223,1671,105,628
224,1671,48,287
225,1671,57,341
226,1671,1566,9371
227,1671,58,347
228,1671,302,1807
229,1671,300,1795
230,1671,270,1615
231,1671,130,777
232,1671,198,1184
233,1671,308,1843
234,650,105,1615
235,650,48,738
