,indicators,geocd,values
0,1615,1559,9653
1,1615,56,346
2,1615,0,0
3,1615,14,86
4,1615,15,92
5,1615,28,173
6,1615,16,99
7,1615,27,167
8,1615,20,123
9,1615,18,111
10,1615,15,92
11,1615,25,154
12,1615,19,117
13,1615,10,61
14,1615,27,167
15,1615,27,167
16,1615,23,142
17,1615,25,154
18,1615,22,136
19,1615,26,160
20,1615,25,154
21,1615,21,130
22,1615,20,123
23,1615,14,86
24,1615,11,68
25,1615,19,117
26,1615,18,111
27,1615,13,80
28,1615,14,86
29,1615,17,105
30,1615,10,61
31,1615,11,68
32,1615,25,154
33,1615,7,43
34,1615,11,68
35,1615,24,148
36,1615,12,74
37,1615,23,142
38,1615,22,136
39,1615,12,74
40,1615,17,105
41,1615,29,179
42,1615,20,123
43,1615,34,210
44,1615,21,130
45,1615,23,142
46,1615,22,136
47,1615,19,117
48,1615,21,130
49,1615,28,173
50,1615,32,198
51,1615,24,148
52,1615,27,167
53,1615,26,160
54,1615,18,111
55,1615,16,99
56,1615,20,123
57,1615,19,117
58,1615,12,74
59,1615,17,105
60,1615,25,154
61,1615,19,117
62,1615,22,136
63,1615,12,74
64,1615,23,142
65,1615,18,111
66,1615,15,92
67,1615,36,222
68,1615,13,80
69,1615,17,105
70,1615,24,148
71,1615,13,80
72,1615,17,105
73,1615,17,105
74,1615,16,99
75,1615,14,86
76,1615,14,86
77,1615,11,68
78,1615,12,74
79,1615,9,55
80,1615,11,68
81,1615,7,43
82,1615,12,74
83,1615,11,68
84,1615,7,43
85,1615,4,24
86,1615,9,55
87,1615,5,30
88,1615,13,80
89,1615,6,37
90,1615,7,43
91,1615,4,24
92,1615,10,61
93,1615,11,68
94,1615,6,37
95,1615,2,12
96,1615,2,12
97,1615,2,12
98,1615,5,30
99,1615,2,12
100,1615,0,0
101,1615,1,6
102,1615,0,0
103,1615,0,0
104,1615,795,4922
105,1615,820,5077
106,18,9,5000
107,18,9,5000
108,1615,1568,9708
109,1615,36,222
110,1615,11,68
111,1232,784,6363
112,1232,660,5357
113,1232,112,909
114,1232,12,97
115,1232,448,3636
116,1232,286,2321
117,1232,7,56
118,1232,13,105
119,1232,64,519
120,1232,78,633
121,1232,161,1306
122,1232,66,535
123,1232,95,771
124,1232,152,1233
125,1232,75,608
126,1232,61,495
127,1232,15,121
128,1232,0,0
129,1232,1,8
130,1232,445,3612
131,1232,161,1306
132,1232,78,633
133,1232,81,657
134,1232,92,746
135,1232,33,267
136,1232,198,1607
137,1232,20,162
138,1232,160,1298
139,1232,18,146
140,1232,153,1241
141,1232,23,186
142,1232,125,1014
143,1232,5,40
144,1232,123,998
145,1232,48,389
146,1232,75,608
147,599,65,1085
148,599,14,233
149,599,15,250
150,599,36,601
151,599,239,3989
152,599,19,317
153,599,58,968
154,599,162,2704
155,599,119,1986
156,599,20,333
157,599,89,1485
158,599,10,166
159,599,176,2938
160,599,71,1185
161,599,105,1752
162,599,0,0
163,1559,124,795
