,indicators,geocd,values
0,1213,1213,10000
1,1213,0,0
2,1213,0,0
3,1213,15,123
4,1213,15,123
5,1213,19,156
6,1213,22,181
7,1213,19,156
8,1213,20,164
9,1213,13,107
10,1213,12,98
11,1213,13,107
12,1213,16,131
13,1213,10,82
14,1213,18,148
15,1213,19,156
16,1213,9,74
17,1213,14,115
18,1213,12,98
19,1213,13,107
20,1213,19,156
21,1213,21,173
22,1213,16,131
23,1213,20,164
24,1213,12,98
25,1213,17,140
26,1213,33,272
27,1213,13,107
28,1213,13,107
29,1213,17,140
30,1213,16,131
31,1213,21,173
32,1213,20,164
33,1213,11,90
34,1213,15,123
35,1213,18,148
36,1213,14,115
37,1213,9,74
38,1213,15,123
39,1213,14,115
40,1213,9,74
41,1213,15,123
42,1213,10,82
43,1213,14,115
44,1213,19,156
45,1213,27,222
46,1213,17,140
47,1213,20,164
48,1213,18,148
49,1213,25,206
50,1213,17,140
51,1213,23,189
52,1213,14,115
53,1213,17,140
54,1213,18,148
55,1213,20,164
56,1213,20,164
57,1213,17,140
58,1213,25,206
59,1213,13,107
60,1213,11,90
61,1213,10,82
62,1213,12,98
63,1213,11,90
64,1213,8,65
65,1213,13,107
66,1213,11,90
67,1213,14,115
68,1213,7,57
69,1213,14,115
70,1213,8,65
71,1213,7,57
72,1213,7,57
73,1213,6,49
74,1213,12,98
75,1213,5,41
76,1213,15,123
77,1213,8,65
78,1213,5,41
79,1213,5,41
80,1213,12,98
81,1213,4,32
82,1213,3,24
83,1213,7,57
84,1213,6,49
85,1213,9,74
86,1213,6,49
87,1213,6,49
88,1213,2,16
89,1213,1,8
90,1213,2,16
91,1213,8,65
92,1213,1,8
93,1213,1,8
94,1213,1,8
95,1213,1,8
96,1213,1,8
97,1213,0,0
98,1213,1,8
99,1213,1,8
100,1213,0,0
101,1213,0,0
102,1213,0,0
103,1213,0,0
104,1213,578,4765
105,1213,635,5234
106,10,6,6000
107,10,4,4000
108,1213,1173,9670
109,1213,31,255
110,1213,9,74
111,967,514,5315
112,967,376,3888
