,indicators,geocd,values
0,2599,2599,10000
1,2599,0,0
2,2599,0,0
3,2599,43,165
4,2599,34,130
5,2599,46,176
6,2599,41,157
7,2599,36,138
8,2599,40,153
9,2599,35,134
10,2599,36,138
11,2599,26,100
12,2599,20,76
13,2599,35,134
14,2599,32,123
15,2599,31,119
16,2599,24,92
17,2599,21,80
18,2599,37,142
19,2599,18,69
20,2599,19,73
21,2599,109,419
22,2599,211,811
23,2599,185,711
24,2599,130,500
25,2599,88,338
26,2599,95,365
27,2599,65,250
28,2599,72,277
29,2599,59,227
30,2599,57,219
31,2599,57,219
32,2599,38,146
33,2599,46,176
34,2599,48,184
35,2599,29,111
36,2599,36,138
37,2599,35,134
38,2599,34,130
39,2599,20,76
40,2599,29,111
41,2599,29,111
42,2599,16,61
43,2599,21,80
44,2599,24,92
45,2599,23,88
46,2599,18,69
47,2599,17,65
48,2599,12,46
49,2599,19,73
50,2599,23,88
51,2599,13,50
52,2599,16,61
53,2599,14,53
54,2599,24,92
55,2599,25,96
56,2599,16,61
57,2599,14,53
58,2599,14,53
59,2599,10,38
60,2599,16,61
61,2599,21,80
62,2599,11,42
63,2599,18,69
64,2599,2,7
65,2599,12,46
66,2599,6,23
67,2599,8,30
68,2599,10,38
69,2599,8,30
70,2599,9,34
71,2599,6,23
72,2599,12,46
73,2599,6,23
74,2599,8,30
75,2599,9,34
76,2599,4,15
77,2599,6,23
78,2599,11,42
79,2599,8,30
80,2599,1,3
81,2599,5,19
82,2599,7,26
83,2599,2,7
84,2599,9,34
85,2599,1,3
86,2599,4,15
87,2599,1,3
88,2599,4,15
89,2599,4,15
90,2599,3,11
91,2599,1,3
92,2599,1,3
93,2599,0,0
94,2599,0,0
95,2599,0,0
96,2599,0,0
97,2599,0,0
98,2599,0,0
99,2599,0,0
100,2599,0,0
101,2599,0,0
102,2599,0,0
103,2599,0,0
104,2599,1329,5113
105,2599,1270,4886
106,27,18,6666
107,27,9,3333
108,2599,1998,7687
109,2599,556,2139
110,2599,45,173
111,2062,654,3171
112,2062,410,1988
113,2062,218,1057
114,2062,26,126
115,2062,1408,6828
116,2062,1124,5451
117,2062,58,281
118,2062,58,281
119,2062,105,509
120,2062,63,305
121,2062,920,4461
122,2062,757,3671
123,2062,163,790
124,2062,477,2313
125,2062,285,1382
126,2062,143,693
127,2062,42,203
128,2062,7,33
129,2062,0,0
130,2062,407,1973
131,2062,198,960
132,2062,84,407
133,2062,71,344
134,2062,47,227
135,2062,7,33
136,2062,118,572
137,2062,40,193
138,2062,58,281
139,2062,20,96
140,2062,78,378
141,2062,30,145
142,2062,36,174
143,2062,12,58
144,2062,62,300
145,2062,27,130
146,2062,35,169
147,945,482,5100
148,945,129,1365
149,945,226,2391
150,945,127,1343
151,945,277,2931
152,945,84,888
153,945,60,634
154,945,133,1407
155,945,89,941
156,945,40,423
157,945,37,391
158,945,12,126
159,945,97,1026
160,945,57,603
161,945,36,380
162,945,4,42
163,2599,310,1192
164,2599,57,219
165,2599,253,973
166,2599,1296,4986
167,2599,30,115
168,2599,641,2466
169,2599,66,253
170,2599,83,319
171,2599,437,1681
172,2599,55,211
173,2599,2,7
174,2599,2,7
175,2599,0,0
176,2599,0,0
177,2599,0,0
178,2599,255,981
179,2599,128,492
180,2599,73,280
181,2599,34,130
182,2599,20,76
183,2599,368,1415
184,2599,111,427
185,2599,163,627
186,2599,94,361
187,2599,993,3820
188,2599,71,273
189,2599,165,634
