,indicators,geocd,values
0,1618,1618,10000
1,1618,0,0
2,1618,0,0
3,1618,29,179
4,1618,28,173
5,1618,34,210
6,1618,33,203
7,1618,29,179
8,1618,32,197
9,1618,17,105
10,1618,21,129
11,1618,23,142
12,1618,29,179
13,1618,29,179
14,1618,46,284
15,1618,19,117
16,1618,18,111
17,1618,22,135
18,1618,18,111
19,1618,22,135
20,1618,21,129
21,1618,9,55
22,1618,8,49
23,1618,8,49
24,1618,10,61
25,1618,15,92
26,1618,14,86
27,1618,14,86
28,1618,23,142
29,1618,23,142
30,1618,31,191
31,1618,30,185
32,1618,21,129
33,1618,36,222
34,1618,24,148
35,1618,19,117
36,1618,35,216
37,1618,33,203
38,1618,32,197
39,1618,30,185
40,1618,36,222
41,1618,45,278
42,1618,48,296
43,1618,31,191
44,1618,28,173
45,1618,32,197
46,1618,29,179
47,1618,30,185
48,1618,33,203
49,1618,23,142
50,1618,29,179
51,1618,34,210
52,1618,27,166
53,1618,18,111
54,1618,20,123
55,1618,7,43
56,1618,17,105
57,1618,13,80
58,1618,11,67
59,1618,10,61
60,1618,13,80
61,1618,12,74
62,1618,13,80
63,1618,11,67
64,1618,6,37
65,1618,11,67
66,1618,12,74
67,1618,17,105
68,1618,10,61
69,1618,12,74
70,1618,10,61
71,1618,10,61
72,1618,7,43
73,1618,10,61
74,1618,5,30
75,1618,2,12
76,1618,7,43
77,1618,4,24
78,1618,6,37
79,1618,5,30
80,1618,5,30
81,1618,2,12
82,1618,5,30
83,1618,2,12
84,1618,2,12
85,1618,1,6
86,1618,2,12
87,1618,2,12
88,1618,1,6
89,1618,0,0
90,1618,1,6
91,1618,0,0
92,1618,2,12
93,1618,2,12
94,1618,0,0
95,1618,2,12
96,1618,0,0
97,1618,0,0
98,1618,0,0
99,1618,0,0
100,1618,0,0
101,1618,0,0
102,1618,0,0
103,1618,0,0
104,1618,788,4870
105,1618,830,5129
106,6,5,8333
107,6,1,1666
108,1618,1577,9746
109,1618,25,154
110,1618,16,98
111,1191,828,6952
