,indicators,geocd,values
0,1279,1279,10000
1,1279,0,0
2,1279,0,0
3,1279,26,203
4,1279,22,172
5,1279,14,109
6,1279,17,132
7,1279,16,125
8,1279,15,117
9,1279,13,101
10,1279,14,109
11,1279,11,86
12,1279,9,70
13,1279,20,156
14,1279,21,164
15,1279,8,62
16,1279,22,172
17,1279,22,172
18,1279,25,195
19,1279,21,164
20,1279,19,148
21,1279,21,164
22,1279,18,140
23,1279,20,156
24,1279,13,101
25,1279,14,109
26,1279,18,140
27,1279,15,117
28,1279,16,125
29,1279,23,179
30,1279,13,101
31,1279,21,164
32,1279,14,109
33,1279,27,211
34,1279,27,211
35,1279,23,179
36,1279,28,218
37,1279,20,156
38,1279,10,78
39,1279,14,109
40,1279,24,187
41,1279,20,156
42,1279,15,117
43,1279,18,140
44,1279,18,140
45,1279,19,148
46,1279,26,203
47,1279,25,195
48,1279,31,242
49,1279,34,265
50,1279,17,132
51,1279,23,179
52,1279,36,281
53,1279,24,187
54,1279,30,234
55,1279,23,179
56,1279,16,125
57,1279,20,156
58,1279,15,117
59,1279,12,93
60,1279,11,86
61,1279,9,70
62,1279,11,86
63,1279,9,70
64,1279,12,93
65,1279,10,78
66,1279,15,117
67,1279,13,101
68,1279,7,54
69,1279,7,54
70,1279,2,15
71,1279,2,15
72,1279,3,23
73,1279,4,31
74,1279,6,46
75,1279,2,15
76,1279,3,23
77,1279,5,39
78,1279,3,23
79,1279,1,7
80,1279,3,23
81,1279,2,15
82,1279,2,15
83,1279,3,23
84,1279,4,31
85,1279,1,7
86,1279,4,31
87,1279,1,7
88,1279,2,15
89,1279,1,7
90,1279,1,7
91,1279,0,0
92,1279,1,7
93,1279,1,7
94,1279,0,0
95,1279,1,7
96,1279,1,7
97,1279,0,0
98,1279,0,0
99,1279,0,0
100,1279,0,0
101,1279,0,0
102,1279,0,0
103,1279,0,0
104,1279,621,4855
105,1279,658,5144
106,14,8,5714
107,14,6,4285
108,1279,1242,9710
109,1279,31,242
110,1279,6,46
111,1004,648,6454
112,1004,494,4920
113,1004,146,1454
114,1004,8,79
115,1004,356,3545
116,1004,243,2420
117,1004,6,59
118,1004,26,258
119,1004,59,587
120,1004,22,219
121,1004,159,1583
122,1004,63,627
123,1004,96,956
124,1004,212,2111
125,1004,111,1105
126,1004,84,836
127,1004,14,139
128,1004,3,29
129,1004,0,0
130,1004,443,4412
131,1004,203,2021
132,1004,41,408
133,1004,55,547
134,1004,100,996
135,1004,44,438
136,1004,117,1165
137,1004,19,189
138,1004,90,896
139,1004,8,79
140,1004,41,408
141,1004,8,79
142,1004,32,318
143,1004,1,9
144,1004,32,318
