,indicators,geocd,values
0,1500,1459,9726
1,1500,41,273
2,1500,0,0
3,1500,11,73
4,1500,13,86
5,1500,11,73
6,1500,14,93
7,1500,11,73
8,1500,11,73
9,1500,7,46
10,1500,7,46
11,1500,7,46
12,1500,18,120
13,1500,18,120
14,1500,14,93
15,1500,20,133
16,1500,23,153
17,1500,16,106
18,1500,13,86
19,1500,20,133
20,1500,17,113
21,1500,14,93
22,1500,15,100
23,1500,28,186
24,1500,16,106
25,1500,18,120
26,1500,23,153
27,1500,27,180
28,1500,15,100
29,1500,22,146
30,1500,12,80
31,1500,15,100
32,1500,19,126
33,1500,21,140
34,1500,19,126
35,1500,16,106
36,1500,6,40
37,1500,14,93
38,1500,11,73
39,1500,14,93
40,1500,19,126
41,1500,15,100
42,1500,22,146
43,1500,18,120
44,1500,18,120
45,1500,30,200
46,1500,24,160
47,1500,15,100
48,1500,31,206
49,1500,25,166
50,1500,24,160
51,1500,27,180
52,1500,25,166
53,1500,21,140
54,1500,20,133
55,1500,25,166
56,1500,20,133
57,1500,27,180
58,1500,17,113
59,1500,11,73
60,1500,24,160
61,1500,20,133
62,1500,23,153
63,1500,23,153
64,1500,23,153
65,1500,19,126
66,1500,30,200
67,1500,32,213
68,1500,20,133
69,1500,24,160
70,1500,15,100
71,1500,10,66
72,1500,11,73
73,1500,17,113
74,1500,13,86
75,1500,19,126
76,1500,16,106
77,1500,17,113
78,1500,16,106
79,1500,13,86
80,1500,9,60
81,1500,10,66
82,1500,12,80
83,1500,9,60
84,1500,7,46
85,1500,7,46
86,1500,6,40
87,1500,4,26
88,1500,9,60
89,1500,4,26
90,1500,4,26
91,1500,6,40
92,1500,4,26
93,1500,4,26
94,1500,2,13
95,1500,4,26
96,1500,1,6
97,1500,1,6
98,1500,0,0
99,1500,0,0
100,1500,0,0
101,1500,1,6
102,1500,0,0
103,1500,1,6
104,1500,731,4873
105,1500,769,5126
106,27,15,5555
107,27,12,4444
108,1500,1444,9626
109,1500,41,273
110,1500,15,100
111,1245,778,6248
112,1245,646,5188
113,1245,130,1044
114,1245,2,16
115,1245,467,3751
116,1245,285,2289
117,1245,4,32
118,1245,22,176
119,1245,84,674
120,1245,72,578
121,1245,178,1429
122,1245,98,787
123,1245,80,642
124,1245,159,1277
125,1245,92,738
126,1245,43,345
127,1245,11,88
128,1245,12,96
129,1245,1,8
130,1245,430,3453
131,1245,245,1967
132,1245,31,248
133,1245,59,473
134,1245,61,489
135,1245,34,273
136,1245,220,1767
137,1245,20,160
138,1245,193,1550
139,1245,7,56
140,1245,155,1244
141,1245,21,168
142,1245,133,1068
143,1245,1,8
144,1245,103,827
145,1245,43,345
146,1245,60,481
147,627,85,1355
148,627,16,255
149,627,26,414
150,627,43,685
151,627,254,4051
152,627,54,861
153,627,92,1467
154,627,108,1722
155,627,122,1945
156,627,20,318
157,627,97,1547
158,627,5,79
159,627,166,2647
160,627,64,1020
161,627,102,1626
162,627,0,0
163,1459,154,1055
164,1459,64,438
165,1459,90,616
166,1459,1200,8224
167,1459,148,1014
168,1459,718,4921
169,1459,192,1315
170,1459,143,980
171,1459,188,1288
172,1459,195,1336
173,1459,0,0
174,1459,0,0
175,1459,0,0
176,1459,0,0
177,1459,0,0
178,1459,148,1014
179,1459,48,328
180,1459,43,294
181,1459,34,233
182,1459,23,157
183,1459,186,1274
184,1459,35,239
185,1459,85,582
186,1459,66,452
187,1459,105,719
188,1459,16,109
