,indicators,geocd,values
0,1695,1695,10000
1,1695,0,0
2,1695,0,0
3,1695,34,200
4,1695,29,171
5,1695,24,141
6,1695,25,147
7,1695,27,159
8,1695,37,218
9,1695,18,106
10,1695,21,123
11,1695,14,82
12,1695,18,106
13,1695,16,94
14,1695,18,106
15,1695,15,88
16,1695,17,100
17,1695,23,135
18,1695,17,100
19,1695,19,112
20,1695,18,106
21,1695,16,94
22,1695,19,112
23,1695,20,117
24,1695,24,141
25,1695,31,182
26,1695,33,194
27,1695,33,194
28,1695,30,176
29,1695,41,241
30,1695,41,241
31,1695,52,306
32,1695,45,265
33,1695,46,271
34,1695,26,153
35,1695,40,235
36,1695,32,188
37,1695,32,188
38,1695,35,206
39,1695,41,241
40,1695,27,159
41,1695,34,200
42,1695,29,171
43,1695,31,182
44,1695,46,271
45,1695,22,129
46,1695,29,171
47,1695,25,147
48,1695,24,141
49,1695,16,94
50,1695,17,100
51,1695,18,106
52,1695,24,141
53,1695,16,94
54,1695,16,94
55,1695,23,135
56,1695,17,100
57,1695,19,112
58,1695,14,82
59,1695,8,47
60,1695,15,88
61,1695,19,112
62,1695,8,47
63,1695,8,47
64,1695,9,53
65,1695,14,82
66,1695,15,88
67,1695,11,64
68,1695,10,58
69,1695,9,53
70,1695,6,35
71,1695,2,11
72,1695,6,35
73,1695,5,29
74,1695,5,29
75,1695,8,47
76,1695,4,23
77,1695,6,35
78,1695,5,29
79,1695,6,35
80,1695,3,17
81,1695,5,29
82,1695,4,23
83,1695,4,23
84,1695,4,23
85,1695,1,5
86,1695,3,17
87,1695,6,35
88,1695,1,5
89,1695,2,11
90,1695,1,5
91,1695,5,29
92,1695,0,0
93,1695,2,11
94,1695,0,0
95,1695,0,0
96,1695,0,0
97,1695,1,5
98,1695,0,0
99,1695,0,0
100,1695,0,0
101,1695,0,0
102,1695,0,0
103,1695,0,0
104,1695,986,5817
105,1695,709,4182
106,7,5,7142
107,7,2,2857
108,1695,1605,9469
109,1695,53,312
110,1695,37,218
111,1342,422,3144
112,1342,338,2518
