,indicators,geocd,values
0,1904,1898,9968
1,1904,6,31
2,1904,0,0
3,1904,56,294
4,1904,64,336
5,1904,38,199
6,1904,40,210
7,1904,37,194
8,1904,34,178
9,1904,44,231
10,1904,17,89
11,1904,30,157
12,1904,17,89
13,1904,19,99
14,1904,20,105
15,1904,21,110
16,1904,17,89
17,1904,14,73
18,1904,13,68
19,1904,16,84
20,1904,24,126
21,1904,10,52
22,1904,17,89
23,1904,22,115
24,1904,19,99
25,1904,31,162
26,1904,32,168
27,1904,24,126
28,1904,48,252
29,1904,49,257
30,1904,54,283
31,1904,45,236
32,1904,62,325
33,1904,45,236
34,1904,56,294
35,1904,47,246
36,1904,66,346
37,1904,41,215
38,1904,40,210
39,1904,30,157
40,1904,39,204
41,1904,27,141
42,1904,20,105
43,1904,22,115
44,1904,19,99
45,1904,20,105
46,1904,20,105
47,1904,18,94
48,1904,20,105
49,1904,27,141
50,1904,18,94
51,1904,22,115
52,1904,18,94
53,1904,10,52
54,1904,20,105
55,1904,13,68
56,1904,18,94
57,1904,19,99
58,1904,14,73
59,1904,14,73
60,1904,15,78
61,1904,13,68
62,1904,10,52
63,1904,9,47
64,1904,15,78
65,1904,11,57
66,1904,10,52
67,1904,13,68
68,1904,10,52
69,1904,8,42
70,1904,11,57
71,1904,11,57
72,1904,4,21
73,1904,12,63
74,1904,15,78
75,1904,6,31
76,1904,7,36
77,1904,5,26
78,1904,8,42
79,1904,3,15
80,1904,6,31
81,1904,8,42
82,1904,4,21
83,1904,4,21
84,1904,4,21
85,1904,3,15
86,1904,2,10
87,1904,2,10
88,1904,1,5
89,1904,2,10
90,1904,4,21
91,1904,2,10
92,1904,0,0
93,1904,2,10
94,1904,3,15
95,1904,0,0
96,1904,1,5
97,1904,0,0
98,1904,0,0
99,1904,0,0
100,1904,1,5
101,1904,2,10
102,1904,0,0
103,1904,0,0
104,1904,993,5215
105,1904,911,4784
106,7,2,2857
107,7,5,7142
108,1904,1832,9621
109,1904,29,152
110,1904,43,225
111,1417,780,5504
112,1417,666,4700
113,1417,98,691
114,1417,16,112
115,1417,637,4495
116,1417,401,2829
117,1417,74,522
118,1417,36,254
119,1417,71,501
120,1417,55,388
121,1417,195,1376
122,1417,95,670
123,1417,100,705
124,1417,513,3620
125,1417,239,1686
126,1417,215,1517
127,1417,47,331
128,1417,5,35
129,1417,7,49
130,1417,437,3083
131,1417,193,1362
132,1417,110,776
133,1417,81,571
134,1417,33,232
135,1417,20,141
136,1417,123,868
137,1417,35,247
138,1417,62,437
139,1417,26,183
140,1417,87,613
141,1417,24,169
142,1417,43,303
143,1417,20,141
144,1417,62,437
145,1417,18,127
146,1417,44,310
147,704,273,3877
148,704,56,795
149,704,80,1136
150,704,137,1946
151,704,264,3750
152,704,68,965
153,704,51,724
154,704,145,2059
155,704,79,1122
156,704,35,497
157,704,33,468
158,704,11,156
159,704,88,1250
160,704,42,596
161,704,41,582
162,704,5,71
163,1898,201,1059
164,1898,42,221
165,1898,159,837
166,1898,1164,6132
167,1898,22,115
168,1898,802,4225
169,1898,130,684
170,1898,205,1080
171,1898,373,1965
172,1898,94,495
173,1898,0,0
174,1898,0,0
175,1898,0,0
176,1898,0,0
177,1898,0,0
178,1898,124,653
179,1898,58,305
180,1898,21,110
181,1898,45,237
182,1898,0,0
183,1898,216,1138
184,1898,99,521
185,1898,90,474
186,1898,27,142
187,1898,533,2808
188,1898,117,616
189,1898,206,1085
190,1898,17,89
191,1898,10,52
192,1898,183,964
193,704,201,2855
194,704,42,596
195,704,159,2258
196,704,379,5383
197,704,11,156
198,704,233,3309
199,704,65,923
200,704,67,951
201,704,77,1093
202,704,24,340
203,704,0,0
204,704,0,0
205,704,0,0
206,704,0,0
207,704,0,0
208,704,47,667
209,704,29,411
210,704,7,99
211,704,11,156
