,indicators,geocd,values
0,1701,1701,10000
1,1701,0,0
2,1701,0,0
3,1701,18,105
4,1701,24,141
5,1701,23,135
6,1701,25,146
7,1701,15,88
8,1701,22,129
9,1701,21,123
10,1701,16,94
11,1701,21,123
12,1701,12,70
13,1701,24,141
14,1701,23,135
15,1701,25,146
16,1701,23,135
17,1701,20,117
18,1701,19,111
19,1701,26,152
20,1701,21,123
21,1701,33,194
22,1701,23,135
23,1701,15,88
24,1701,31,182
25,1701,26,152
26,1701,24,141
27,1701,23,135
28,1701,30,176
29,1701,29,170
30,1701,13,76
31,1701,15,88
32,1701,23,135
33,1701,15,88
34,1701,18,105
35,1701,13,76
36,1701,13,76
37,1701,12,70
38,1701,10,58
39,1701,21,123
40,1701,16,94
41,1701,24,141
42,1701,24,141
43,1701,25,146
44,1701,25,146
45,1701,29,170
46,1701,21,123
47,1701,18,105
48,1701,26,152
49,1701,23,135
50,1701,20,117
51,1701,24,141
52,1701,31,182
53,1701,20,117
54,1701,26,152
55,1701,22,129
56,1701,12,70
57,1701,25,146
58,1701,16,94
59,1701,26,152
60,1701,18,105
61,1701,23,135
62,1701,15,88
63,1701,24,141
64,1701,14,82
65,1701,20,117
66,1701,20,117
67,1701,20,117
68,1701,18,105
69,1701,15,88
70,1701,15,88
71,1701,14,82
72,1701,15,88
73,1701,9,52
74,1701,10,58
75,1701,14,82
76,1701,8,47
77,1701,11,64
78,1701,20,117
79,1701,9,52
80,1701,20,117
81,1701,17,99
82,1701,12,70
83,1701,13,76
84,1701,15,88
85,1701,7,41
86,1701,11,64
87,1701,16,94
88,1701,8,47
89,1701,9,52
90,1701,12,70
91,1701,3,17
92,1701,5,29
93,1701,6,35
94,1701,3,17
95,1701,4,23
96,1701,1,5
97,1701,3,17
98,1701,2,11
99,1701,1,5
100,1701,2,11
101,1701,1,5
102,1701,0,0
103,1701,0,0
104,1701,822,4832
105,1701,879,5167
106,18,9,5000
107,18,9,5000
108,1701,1660,9758
