,indicators,geocd,values
0,1946,1944,9989
1,1946,2,10
2,1946,0,0
3,1946,19,97
4,1946,30,154
5,1946,28,143
6,1946,29,149
7,1946,29,149
8,1946,23,118
9,1946,24,123
10,1946,29,149
11,1946,23,118
12,1946,24,123
13,1946,23,118
14,1946,25,128
15,1946,27,138
16,1946,34,174
17,1946,30,154
18,1946,30,154
19,1946,26,133
20,1946,23,118
21,1946,25,128
22,1946,23,118
23,1946,30,154
24,1946,22,113
25,1946,18,92
26,1946,23,118
27,1946,21,107
28,1946,27,138
29,1946,23,118
30,1946,24,123
31,1946,17,87
32,1946,14,71
33,1946,33,169
34,1946,20,102
35,1946,22,113
36,1946,22,113
37,1946,18,92
38,1946,34,174
39,1946,26,133
40,1946,23,118
41,1946,24,123
42,1946,25,128
43,1946,36,184
44,1946,37,190
45,1946,35,179
46,1946,26,133
47,1946,36,184
48,1946,25,128
49,1946,31,159
50,1946,32,164
51,1946,32,164
52,1946,29,149
53,1946,18,92
54,1946,24,123
55,1946,25,128
56,1946,31,159
57,1946,19,97
58,1946,26,133
59,1946,22,113
60,1946,18,92
61,1946,22,113
62,1946,30,154
63,1946,12,61
64,1946,14,71
65,1946,26,133
66,1946,21,107
67,1946,23,118
68,1946,21,107
69,1946,20,102
70,1946,21,107
71,1946,23,118
72,1946,23,118
73,1946,17,87
74,1946,15,77
75,1946,11,56
76,1946,13,66
77,1946,11,56
78,1946,13,66
79,1946,13,66
80,1946,19,97
81,1946,16,82
82,1946,14,71
83,1946,10,51
84,1946,6,30
85,1946,6,30
86,1946,8,41
87,1946,0,0
88,1946,7,35
89,1946,4,20
90,1946,5,25
91,1946,3,15
92,1946,2,10
93,1946,3,15
94,1946,0,0
95,1946,0,0
96,1946,1,5
97,1946,0,0
98,1946,0,0
99,1946,0,0
100,1946,1,5
101,1946,0,0
102,1946,0,0
103,1946,0,0
104,1946,937,4815
105,1946,1009,5184
106,14,5,3571
107,14,9,6428
108,1946,1907,9799
109,1946,38,195
110,1946,1,5
111,1517,898,5919
112,1517,728,4798
113,1517,158,1041
114,1517,12,79
115,1517,619,4080
116,1517,365,2406
117,1517,8,52
118,1517,23,151
119,1517,131,863
120,1517,92,606
121,1517,211,1390
122,1517,83,547
123,1517,128,843
124,1517,220,1450
125,1517,88,580
126,1517,102,672
127,1517,26,171
128,1517,4,26
129,1517,0,0
130,1517,566,3731
131,1517,300,1977
132,1517,65,428
133,1517,94,619
134,1517,75,494
135,1517,32,210
136,1517,214,1410
137,1517,46,303
138,1517,151,995
139,1517,17,112
140,1517,175,1153
141,1517,45,296
142,1517,127,837
143,1517,3,19
144,1517,131,863
145,1517,54,355
146,1517,77,507
147,798,108,1353
148,798,17,213
149,798,15,187
150,798,76,952
151,798,343,4298
152,798,58,726
153,798,121,1516
154,798,164,2055
155,798,128,1604
156,798,46,576
157,798,71,889
158,798,11,137
159,798,219,2744
160,798,99,1240
161,798,117,1466
162,798,3,37
163,1944,220,1131
164,1944,99,509
165,1944,121,622
166,1944,1591,8184
167,1944,132,679
168,1944,916,4711
169,1944,222,1141
170,1944,175,900
171,1944,334,1718
172,1944,185,951
173,1944,0,0
174,1944,0,0
175,1944,0,0
176,1944,0,0
177,1944,0,0
178,1944,244,1255
179,1944,68,349
180,1944,58,298
181,1944,99,509
182,1944,19,97
183,1944,299,1538
184,1944,91,468
185,1944,138,709
186,1944,70,360
187,1944,133,684
188,1944,31,159
189,1944,48,246
190,1944,0,0
191,1944,4,20
192,1944,50,257
193,798,220,2756
194,798,99,1240
195,798,121,1516
196,798,542,6791
197,798,66,827
198,798,288,3609
199,798,111,1390
200,798,52,651
201,798,68,852
202,798,57,714
203,798,0,0
204,798,0,0
205,798,0,0
206,798,0,0
207,798,0,0
208,798,77,964
209,798,34,426
210,798,18,225
211,798,20,250
212,798,5,62
213,798,111,1390
214,798,42,526
215,798,37,463
216,798,32,401
217,798,36,451
218,798,8,100
219,798,9,112
220,798,0,0
221,798,2,25
222,798,17,213
223,1944,220,1131
224,1944,99,509
225,1944,121,622
226,1944,1724,8868
227,1944,140,720
228,1944,214,1100
229,1944,341,1754
230,1944,296,1522
231,1944,171,879
232,1944,256,1316
233,1944,306,1574
234,798,220,2756
235,798,99,1240
236,798,121,1516
237,798,578,7243
238,798,53,664
239,798,107,1340
240,798,98,1228
241,798,148,1854
242,798,30,375
243,798,50,626
244,798,92,1152
245,798,220,2756
246,798,123,1541
247,798,241,3020
248,798,0,0
249,798,0,0
250,798,41,513
251,798,43,538
252,798,84,1052
253,798,34,426
254,798,0,0
255,798,12,150
256,1162,192,1652
257,1162,970,8347
258,573,319,5567
259,573,46,802
260,573,27,471
261,573,49,855
262,573,29,506
263,573,39,680
264,573,14,244
265,573,29,506
266,573,19,331
267,573,2,34
268,573,479,8359
269,798,214,2681
270,798,238,2982
271,798,245,3070
272,798,96,1203
273,798,5,62
274,1946,1871,9614
275,1946,3,15
276,1946,26,133
277,1946,25,128
278,1946,2,10
279,1946,0,0
280,1946,3,15
281,1946,1,5
282,1946,1,5
283,1946,1,5
284,1946,0,0
285,1946,8,41
286,1946,0,0
287,1946,5,25
288,1946,0,0
289,1946,0,0
290,1946,0,0
291,1946,0,0
292,1946,1925,9892
293,1946,6,30
294,1946,10,51
295,1946,5,25
