,indicators,geocd,values
0,1150,1107,9626
1,1150,43,373
2,1150,0,0
3,1150,11,95
4,1150,17,147
5,1150,17,147
6,1150,7,60
7,1150,16,139
8,1150,12,104
9,1150,13,113
10,1150,15,130
11,1150,11,95
12,1150,22,191
13,1150,12,104
14,1150,19,165
15,1150,11,95
16,1150,11,95
17,1150,11,95
18,1150,17,147
19,1150,19,165
20,1150,9,78
21,1150,8,69
22,1150,9,78
23,1150,11,95
24,1150,18,156
25,1150,10,86
26,1150,10,86
27,1150,8,69
28,1150,13,113
29,1150,10,86
30,1150,10,86
31,1150,10,86
32,1150,16,139
33,1150,12,104
34,1150,16,139
35,1150,20,173
36,1150,12,104
37,1150,11,95
38,1150,22,191
39,1150,12,104
40,1150,12,104
41,1150,14,121
42,1150,16,139
43,1150,17,147
44,1150,24,208
45,1150,21,182
46,1150,12,104
47,1150,12,104
48,1150,21,182
49,1150,13,113
50,1150,17,147
51,1150,13,113
52,1150,18,156
53,1150,15,130
54,1150,13,113
55,1150,15,130
56,1150,19,165
57,1150,10,86
58,1150,8,69
59,1150,18,156
60,1150,13,113
61,1150,16,139
62,1150,15,130
63,1150,6,52
64,1150,11,95
65,1150,10,86
66,1150,19,165
67,1150,13,113
68,1150,16,139
69,1150,11,95
70,1150,4,34
71,1150,11,95
72,1150,12,104
73,1150,2,17
74,1150,8,69
75,1150,12,104
76,1150,9,78
77,1150,7,60
78,1150,11,95
79,1150,8,69
80,1150,8,69
81,1150,10,86
82,1150,10,86
83,1150,12,104
84,1150,9,78
85,1150,10,86
86,1150,11,95
87,1150,8,69
88,1150,6,52
89,1150,8,69
90,1150,6,52
91,1150,15,130
92,1150,5,43
93,1150,5,43
94,1150,4,34
95,1150,2,17
96,1150,3,26
97,1150,2,17
98,1150,1,8
99,1150,1,8
100,1150,2,17
101,1150,1,8
102,1150,0,0
103,1150,1,8
104,1150,554,4817
105,1150,596,5182
106,8,3,3750
107,8,5,6250
108,1150,1106,9617
109,1150,30,260
110,1150,14,121
111,885,534,6033
112,885,426,4813
113,885,104,1175
114,885,4,45
115,885,351,3966
116,885,185,2090
117,885,7,79
118,885,15,169
119,885,69,779
120,885,75,847
121,885,102,1152
122,885,37,418
123,885,65,734
124,885,130,1468
125,885,58,655
126,885,51,576
127,885,17,192
128,885,3,33
129,885,1,11
130,885,316,3570
131,885,145,1638
132,885,34,384
133,885,72,813
134,885,43,485
135,885,22,248
136,885,129,1457
137,885,23,259
138,885,92,1039
139,885,14,158
140,885,91,1028
141,885,23,259
142,885,61,689
143,885,7,79
144,885,117,1322
145,885,42,474
146,885,75,847
147,470,74,1574
148,470,20,425
149,470,10,212
150,470,44,936
151,470,181,3851
152,470,39,829
153,470,47,1000
154,470,95,2021
155,470,77,1638
156,470,23,489
157,470,45,957
158,470,9,191
159,470,138,2936
160,470,65,1382
161,470,72,1531
162,470,1,21
163,1107,147,1327
164,1107,65,587
165,1107,82,740
166,1107,823,7434
167,1107,62,560
168,1107,507,4579
169,1107,128,1156
170,1107,88,794
171,1107,203,1833
172,1107,88,794
173,1107,0,0
174,1107,0,0
175,1107,0,0
176,1107,0,0
177,1107,0,0
178,1107,147,1327
179,1107,36,325
180,1107,51,460
181,1107,51,460
182,1107,9,81
183,1107,107,966
184,1107,40,361
185,1107,41,370
186,1107,26,234
187,1107,137,1237
188,1107,40,361
189,1107,39,352
190,1107,0,0
191,1107,13,117
192,1107,45,406
193,470,147,3127
194,470,65,1382
195,470,82,1744
196,470,288,6127
197,470,31,659
198,470,165,3510
199,470,64,1361
200,470,28,595
201,470,46,978
202,470,27,574
203,470,0,0
204,470,0,0
205,470,0,0
206,470,0,0
207,470,0,0
208,470,49,1042
209,470,18,382
210,470,16,340
211,470,12,255
212,470,3,63
213,470,43,914
214,470,19,404
215,470,12,255
216,470,12,255
217,470,35,744
218,470,10,212
219,470,6,127
220,470,0,0
221,470,4,85
222,470,15,319
223,1107,147,1327
224,1107,65,587
225,1107,82,740
226,1107,960,8672
227,1107,66,596
228,1107,120,1084
229,1107,238,2149
230,1107,142,1282
231,1107,72,650
232,1107,118,1065
233,1107,204,1842
